Date,Event,Opponent,Map,Result,W/L
30/08/16,EPICENTER: Moscow EU Closed Qualifier,Dignitas,Dust2,23 - 25,L
30/08/16,EPICENTER: Moscow EU Closed Qualifier,Dignitas,Overpass,16 - 13,W
24/08/16,ESL Pro League Season 4 - Europe,Dignitas,Mirage,16 - 14,W
24/08/16,ESL Pro League Season 4 - Europe,Dignitas,Cobblestone,16 - 14,W
23/08/16,ESL Pro League Season 4 - Europe,fnatic,Cache,14 - 16,L
23/08/16,ESL Pro League Season 4 - Europe,fnatic,Dust2,12 - 16,L
30/07/16,ELEAGUE Season 1,Virtus.pro,Cache,10 - 16,L
30/07/16,ELEAGUE Season 1,Virtus.pro,Train,7 - 16,L
22/07/16,ELEAGUE Season 1,Astralis,Dust2,16 - 12,W
22/07/16,ELEAGUE Season 1,Astralis,Mirage,16 - 2,W
16/07/16,ELEAGUE Season 1,FaZe,Cache,19 - 17,W
16/07/16,ELEAGUE Season 1,FaZe,Dust2,16 - 3,W
16/07/16,ELEAGUE Season 1,FaZe,Train,9 - 16,L
14/07/16,ELEAGUE Season 1,G2,Overpass,19 - 17,W
14/07/16,ELEAGUE Season 1,G2,Cache,22 - 25,L
14/07/16,ELEAGUE Season 1,G2,Dust2,16 - 9,W
07/07/16,ESL One Cologne 2016,Liquid,Mirage,6 - 16,L
07/07/16,ESL One Cologne 2016,Liquid,Cobblestone,11 - 16,L
06/07/16,ESL One Cologne 2016,Envy,Train,16 - 12,W
05/07/16,ESL One Cologne 2016,Virtus.pro,Train,10 - 16,L
23/06/16,ELEAGUE Season 1,FlipSid3,Cache,9 - 16,L
23/06/16,ELEAGUE Season 1,FlipSid3,Overpass,9 - 16,L
22/06/16,ELEAGUE Season 1,Echo Fox,Train,16 - 13,W
22/06/16,ELEAGUE Season 1,Echo Fox,Cobblestone,16 - 12,W
21/06/16,ELEAGUE Season 1,Natus Vincere,Cobblestone,6 - 16,L
21/06/16,ELEAGUE Season 1,Natus Vincere,Mirage,16 - 6,W
21/06/16,ELEAGUE Season 1,FlipSid3,Cobblestone,6 - 16,L
21/06/16,ELEAGUE Season 1,FlipSid3,Train,19 - 16,W
11/06/16,ESL One Cologne 2016 Main Qualifier,G2,Dust2,16 - 1,W
10/06/16,ESL One Cologne 2016 Main Qualifier,Cloud9,Mirage,16 - 12,W
09/06/16,ESL One Cologne 2016 Main Qualifier,FLuffy Gangsters,Dust2,19 - 16,W
27/05/16,ECS Season 1,Ninjas in Pyjamas,Dust2,9 - 16,L
27/05/16,ECS Season 1,Ninjas in Pyjamas,Cobblestone,8 - 16,L
26/05/16,ECS Season 1,fnatic,Dust2,17 - 19,L
26/05/16,ECS Season 1,fnatic,Cobblestone,17 - 19,L
25/05/16,ECS Season 1,FaZe,Train,16 - 10,W
25/05/16,ECS Season 1,FaZe,Dust2,11 - 16,L
25/05/16,ECS Season 1,FaZe,Mirage,16 - 13,W
23/05/16,ECS Season 1,Ninjas in Pyjamas,Dust2,10 - 16,L
23/05/16,ECS Season 1,Ninjas in Pyjamas,Cobblestone,8 - 16,L
22/05/16,ECS Season 1,Dignitas,Train,16 - 8,W
22/05/16,ECS Season 1,Dignitas,Mirage,3 - 16,L
22/05/16,ECS Season 1,Dignitas,Dust2,16 - 3,W
19/05/16,ECS Season 1,fnatic,Train,5 - 16,L
19/05/16,ECS Season 1,fnatic,Cache,13 - 16,L
11/05/16,ECS Season 1,Envy,Dust2,16 - 14,W
11/05/16,ECS Season 1,Envy,Inferno,16 - 11,W
11/05/16,ECS Season 1,Envy,Mirage,5 - 16,L
05/05/16,ECS Season 1,G2,Dust2,11 - 16,L
05/05/16,ECS Season 1,G2,Cobblestone,8 - 16,L
05/05/16,ECS Season 1,G2,Cache,16 - 14,W
29/04/16,ECS Season 1,FaZe,Inferno,16 - 14,W
29/04/16,ECS Season 1,FaZe,Cache,16 - 2,W
27/04/16,BenQ All-Star Showmatch #8,FAB,Cache,20 - 22,L
27/04/16,BenQ All-Star Showmatch #8,FAB,Train,14 - 16,L
27/04/16,BenQ All-Star Showmatch #8,FAB,Mirage,16 - 11,W
26/04/16,ESL Pro League Season 3,Natus Vincere,Cache,16 - 10,W
26/04/16,ESL Pro League Season 3,Natus Vincere,Dust2,10 - 16,L
24/04/16,ECS Season 1,Virtus.pro,Train,16 - 13,W
24/04/16,ECS Season 1,Virtus.pro,Cache,16 - 4,W
21/04/16,ESL Pro League Season 3,Virtus.pro,Train,15 - 19,L
21/04/16,ESL Pro League Season 3,Virtus.pro,Cache,16 - 5,W
19/04/16,ESL Pro League Season 3,Envy,Cache,16 - 8,W
19/04/16,ESL Pro League Season 3,Envy,Inferno,22 - 19,W
16/04/16,DreamHack Masters Malmö 2016,GODSENT,Mirage,13 - 16,L
16/04/16,DreamHack Masters Malmö 2016,GODSENT,Inferno,10 - 16,L
16/04/16,DreamHack Masters Malmö 2016,GODSENT,Cache,16 - 7,W
13/04/16,DreamHack Masters Malmö 2016,Luminosity,Cache,16 - 7,W
12/04/16,DreamHack Masters Malmö 2016,Liquid,Dust2,16 - 13,W
10/04/16,ECS Season 1,Astralis,Mirage,3 - 16,L
10/04/16,ECS Season 1,Astralis,Train,13 - 16,L
10/04/16,ECS Season 1,Astralis,Dust2,16 - 5,W
08/04/16,ECS Season 1 Qualifier,HellRaisers,Train,16 - 9,W
08/04/16,ECS Season 1 Qualifier,HellRaisers,Dust2,16 - 8,W
08/04/16,ECS Season 1 Qualifier,HellRaisers,Inferno,11 - 16,L
08/04/16,ECS Season 1 Qualifier,HellRaisers,Cache,19 - 17,W
08/04/16,ECS Season 1 Qualifier,HellRaisers,Cobblestone,14 - 16,L
31/03/16,MLG Columbus 2016,Ninjas in Pyjamas,Overpass,9 - 16,L
31/03/16,MLG Columbus 2016,Ninjas in Pyjamas,Cache,16 - 12,W
31/03/16,MLG Columbus 2016,Ninjas in Pyjamas,Cobblestone,5 - 16,L
30/03/16,MLG Columbus 2016,FlipSid3,Cobblestone,31 - 28,W
29/03/16,MLG Columbus 2016,Luminosity,Mirage,13 - 16,L
22/03/16,ESL Pro League Season 3,Dignitas,Inferno,10 - 16,L
22/03/16,ESL Pro League Season 3,Dignitas,Cobblestone,16 - 19,L
20/03/16,ESL Pro League Season 3,FlipSid3,Cobblestone,13 - 16,L
20/03/16,ESL Pro League Season 3,FlipSid3,Overpass,12 - 16,L
